7
0	2000	0
2001	5000	0.022
5001	10000	0.039
10001	20000	0.048
20001	25000	0.052
25001	60000	0.0555
60001		0.066

7
0	2000	0
2001	5000	0.022
5001	10000	0.039
10001	20000	0.048
20001	25000	0.052
25001	60000	0.0555
60001		0.066

7
0	2000	0
2001	5000	0.022
5001	10000	0.039
10001	20000	0.048
20001	25000	0.052
25001	60000	0.0555
60001		0.066

7
0	2000	0
2001	5000	0.022
5001	10000	0.039
10001	20000	0.048
20001	25000	0.052
25001	60000	0.0555
60001		0.066
