7
0	2900	0.01
2900	5200	0.02
5200	7900	0.03
7900	10600	0.04
10600	13600	0.05
13600	17600	0.06
17600		0.069

7
0	2900	0.01
2900	5200	0.02
5200	7900	0.03
7900	10600	0.04
10600	13600	0.05
13600	17600	0.06
17600		0.069

7
0	2900	0.01
2900	5200	0.02
5200	7900	0.03
7900	10600	0.04
10600	13600	0.05
13600	17600	0.06
17600		0.069

7
0	2900	0.01
2900	5200	0.02
5200	7900	0.03
7900	10600	0.04
10600	13600	0.05
13600	17600	0.06
17600		0.069
