7
0	1472	0.016
1473	2945	0.036
2946	4417	0.041
4418	5890	0.051
5891	7362	0.061
7363	11043	0.071
11044		0.074

7
0	2944	0.016
2945	5890	0.036
5891	8834	0.041
8835	11780	0.051
11781	14724	0.061
14725	22086	0.071
22087		0.074

7
0	1472	0.016
1473	2945	0.036
2946	4417	0.041
4418	5890	0.051
5891	7362	0.061
7363	11043	0.071
11044		0.074

7
0	2944	0.016
2945	5890	0.036
5891	8834	0.041
8835	11780	0.051
11781	14724	0.061
14725	22086	0.071
22087		0.074
